MBKOM;NAKOM;SNKOM;RBGR;ADKOM
6026569;FEROPROM;FEROPROM;01344;
6301444;REK BITOLA SUVODOL;SUVODOL;00196;
6702465;ELDON GRUPA DOO 160-6043-86;ELDON;02450;PETRA MUNJASA bb
6704433;DOM;DOM;02449;
6706932;KRUSIK;KRUSIK;02862;
6707882;KOSMAJ RUDNICI MERMERA;KOSMAJ;01673;SUMADIJSKI TRG 2
6710115;HE DJERDAP  -  KLADOVO;DJERDAP;01139;BULEVAR EDVARDA KAR
6712851;POLJOTEHNA;POLJOTEHNA;01380;7.JULA
6718337;KOSTOLACug.198-203;UG.198-203;01232;
6990347;INZENJERING;INZENJERIG;02449;
6990355;MLADOM;MLADOM;01255;INDUSTTRIJSKA
6991238;COCA COLA;COCA COLA;01432;PRIZRENSKI PUT BB
6992951;GEMONT doo;GEMONTT;00159;Milana Rakica 66
6993362;ECKOD;ESKOD;01255;
6994792;SIMAKS;SIMAKS;02449;BULEVAR REVOLUCIJE 77
6701973;PP MATEJIC;MATEJIC;02450;TRG HEROJA BB
6998127;PP RADULOVIC;RADULOVIC;00440;
6998267;METAL BEOCIN;BEOCIN;00158;
7008899;KOMPRESOR AUTO KUCA;KOMPRE;00159;FRANCUSKA
7022468;PROJMETAL 205-2249-34;PROJMETAL;00159;KOLARCEVA 8
7022492;INVESTINZENJERING;INVEST;00159;KOLARCEVA 8
7034270;PROGRES;PROGRE;00159;PANCEVACKI PUT 47
7043783;GP RATKO MITROVIC;RATKO MIT;00159;
7066511;MINEL ELVO;MINEL;00159;URALSKA
7068883;METALSERVIS;MSTALSERV;00159;KARADJORDJEVA 65
7081286;TREDEX;TREDEX;02471;
7084897;GOSA TRADE;GOSA TRADE;00159;NJEGOSEVA 5
7113552;11 OKTOBAR;11 OKTOBAR;02188;TRG REPUBLIKE 17
7123540;OPLENAC-TOPOLA;OPLENAC;02753;MARSALA TITA
7126824;DEMI GROUP DESP 205-55321-72;DEMI;00524;
7133880;JASREBAC LIVNICA;JASTREBAC;01759;12 FEBRUARA BB
7144268;INEX UZOR;INEX UZOR;02450;NJEGOSEVA 5
7143419;MORAVA;MORAVA;02895;MARSALA TITA BB
8016780;FZ GRAFIK SID;GRAFIKREM;02657;B ERIC 9
6013074;ILR LESAK;ILR LESAK;01415;
7146086;HEMIJSKA INDUSTRIJA MILAN BLAGOJEVIC;LLUCANI;01480;
7192487;RUDNICI SJENICA STAVALJ;STAVALJ;02411;MILORADA JOVANOVICA 9
3319903;JEKLOTEHNA;JEKLOTEHNA;01582;
7157193;VALJAONICA BAKRA SEVOJNO;SEVOJNO;02387;
7147139;ZIVAN MARICIC;FAB VAGONA;01261;
7149301;STRAZEVICA;STRAZEVICA;00116;BOGICA MLADENOVICA
7160097;INOS-PODUNAVLJE;INOS;02450;OLGE MILOSEVIC
7160895;SKOLA GOSA MASINSKO ELEK;SKOLA;02450;INDUSTRIJSKA 70
7162421;BUDUCNOST;BUDUCNOST;01883;
7164335;JP EPS Ogranak TE-KO Kostolac;KOSTOLAC;01232;BORISA KIDRICA
7177046;FAD;FAD;00837;MARSALA TITA
7199422;HARTIJA;HARTIJA;02450;GLAVASEVA
7264011;MIN FAM;MIN;01759;Sumadijska 1
7299265;GOSA SIMICEVO;SIMICEVO;02399;Industrijska 5
7304030;"MIP PROCESNA OPREMA  D.O.O.155-5881-21;";MIP;00497;INDUSTRIJSKA BB
7314914;GOSA MONTAZA;MONTAZA;02895;
7316844;GOSA ZAJEDNICKI POGONI;ZAJEDNICKI;02450;INDUSTRIJSKA 70
7627343;GOSA FAM;FAM;02450;INDUSTRIJSKA 70
8014175;BRODOGRADILISTE SAVA;SAVA;01532;INDUSTRIJSKA ZONA BB
8057362;MINEL ELEKTROOPR 225-141-26;MINEL;01927;NOVOSELJSKI PUT BB
9016202;OBILIC II;DOBRO SELO;02155;
3275124;VIJADUKT;VIJADUKT;03094;TRNJANSKA CESTA
5098394;LITOSROJ;LITOSTROJ;01515;DJAKOVISEVA
6900763;UMEL;UMEL;01457;
7006926;IVO LOLA RIBAR;IVO LOLA;01415;DJAKOVISEVA
7149409;INDUSTRIJSKO POLJOPRIVREDNI KOMBINAT;LAPOVO;01380;NJEGOSEVA
2012456;SIK GORNJI IBAR;SIK;02313;MARSALA TITA
6017193;BERG;BERG;03216;
6017207;EICKHOFF NEMACKA;AJKOF;03217;
6800351;RAR;RAR;00114;
6980040;IMP ETA;IMP ETA;00159;
5482790;rudnik;RUDNIK;00001;
6701396;DP PROGRES;DP PROGRES;01673;RASKA VUKADINOVICA 14
6708714;NAPREDAK;NAPREDA;02895;
7011114;LIST RAD;LIST RAD;00159;
6980430;IMP ETA;IMP ETA;00159;
7001274;INEX BORAC;INEX BORAC;00159;
2000580;ZELJEZARA;ZELJEZARA;01757;
6703674;UMEL;UMEL;03195;
7013639;BORA KECIC;BORA KECIC;00159;
7032013;ROTOR OOUR REMONT;ROTOR;03120;
7316836;GOSA ZAJEDNICKI POGONI;ZALED.POGO;02450;
6994458;MIN TEHNOPROCES 105-424-18;MIN TEHNOPROCES;01759;
6981534;JUGOALAT-REZNI ALAT N SAD 340-2916-09;JUGOALAT;01796;
6400060;VELEFARM BEOGRAD;VELEFARM;00159;
7040032;DD VETPROM HEMIKALIJE PROIZ PROMET;VETPROM;00159;
6981470;MPD EKSPORT IMPORT;MPD;00159;
7011224;LIPA UNIVERZAL IVANJ 245-203712101358-53;LIPA;00977;
6980000;IMP ETA D OO;IMP ETA;00159;
7200145;MLEKARA;MLEKARA;02895;
6981500;SENDER;SENDER;03120;
7214413;14 OKTOBAR D.O.O.;14 OKTOBAR;01325;JASICKI PUT 2
7263457;KUD GOSA;KUD GOSA;02450;
6030645;PT BEOTEHNA;BEOTEHNA;02450;
6980953;PP PROGRAMER;PROGRAMER;02450;
8005907;INDUSTRIJA STAKLA;IND STAKLA;01927;
7114214;MOSA PIJADE;MOSA PIJAD;02617;
7155573;VALJAONICA BAKRA;VALJAONICA;02387;
6981747;HIPPEN;HIPPEN;02449;DJURE STRUGARA 18
6996965;PRED U ZADR SVOJ VIZA;VIZA;02450;
6800262;VAZDUHOPLOVNI ZAVOD;VAZD ZAVOD;00114;
6006027;KERAMIKA;KERAMIKA;01673;
6501915;25 MAJ;25 MAJ;00131;
7106475;UKRAS FABRIKA NAMESTAJA;UKRAS;00133;M TITA
6718426;VRBAS FABRIKA NAMESTAJA;VRBAS;00133;MARSALA TITA 92
8127182;LITNOS;LITNOS;01796;
8068593;LIONER;LIONER;01796;
7269153;INEH NOVA VAROS;INEH NOVA;01777;
6981778;BRODOREMONT;BRODOREMON;00049;
6990568;AUTOPREVOZ;AUTOPREVOZ;03057;
7255152;12 FEBRUAR;12 FEBRUAR;01759;
6006728;IND MASINA I TRAKTORA;IMT;01783;
7148283;POLJOTEHNA;POLJOTEHNA;01741;
8024529;TRGOPRODUKT;TRGOPRODUK;01796;
7221053;RUDNICI JASENOVAC;JASENOVAC;01280;
8004617;FABRIKA SECERA;FABRIKA SE;00438;
6200885;RMU SOKO;RMU SOKO;02461;
9016252;OBILIC III-deponija;ELEKTROPRI;02155;
0200125;ZELEZARA B.KIDRIC NIKSIC;ZELEZARA N;01757;
6200125;ZELEZARA B.KIDRIC NIKSIC;ZELEZARA;01757;
7149549; 1 MAJ  LAPOVO; 1 MAJ ;01380;
8050163;HIP AZOTARA PANCEVO;AZOTARA;01927;
6703879;NAPREDAK VELIKA PLANA;NAPREDAK;02895;
8113823;BEOCINSKA FABRIKA CEMENTA;CEMENTARA;00158;
7026013;TRUDBENIK;TRUDBENIK;00159;
6706525;ATLAS COPCO;ATLAS COPC;02449;
7212941;NEMETALI TOPOLA;NEMETALI;02753;B KIDRICA 7
6025293;ZZ ZADRUGA VELIKO ORASJE;ZZ ZADRUGA;02917;
0000000;OBAVEZ I POTR:;OBAV-POTRAZIVANJE;02450;
1021184;NEPOZNATO;NEPOZNARO;02351;
1025775;ZENICATRANS ZENICA;ZENICATRAN;03122;
1037277;SIPAD KOMERC;SIPAD;02351;
1050052;AUTOPREVOZ CACAK;AUTOPREVO;00440;
1051385;AUTO TRANSPORRT;AUTOTRANSO;00376;
1054104;TRANS SUSTEM 325-39893-42;TRANS;03057;
1061305;ENERGOINVEST;ENERGOINVE;02827;
1061941;ENERGOINVEST;ENERGOINVE;02351;
1092405;NEPOZNATO;NEPOZ;02351;
1129317;SOKO;SOKO;01698;
2001799;AUTOPREVOZNO NIKSIC;AUTOTREVOZ;01757;
2012226;SIK GORNJI IBAR ROZAJE;SIK;02313;
2014149;RADOJE DAKIC;RADOJE DAK;02024;
3036294;CROMOS OOUR HEMPEL;CROMOS;02842;
3171582;JUGOPREVOZ DESPOTOVAC;JUGOPREVOZ;00524;
3206726;METALBIRO;METALBIRO;03094;
3212688;MERKANTILE;MERKANTILE;03094;
3221857;PRVOMAJSKA;PRVOMAJSKA;03094;
3222721;IND PROJEKTNI ZAVOD;IND PROJEK;03094;
3233359;MONTING BGD 325-35040-51;MONTING;00159;
3272893;GUMARA MARJAN CAVIC;GUMARA;03094;
3279545;CENTAR ZA INFORMACIJE;CENTAR;03094;
3280497;JUGOTRANSPORT;JUGOTRANSP;03094;
3326195;BRODOMATERIJAL;BRODOMATER;02282;
3332381;FENOR;FENOR;01773;
3333469;GRADSPED;GRADSPED;02282;
3342227;TRANSJUG;TRANSJUG;02282;
3354253;N MASANOVIC;N MASANOVI;00686;
3361730;NEPOZNATO;NEPOZ;00686;
3361837;ELEKTROMATERIJAL;ELEKTROMAT;02282;
3396096;DP LEV I TVOR ARMATURA;ARMATURA;02863;
4028520;AUTOTRANSPORT;AUTOTRANSP;01344;
4052994;ZELJEZARA SKOPLJE;ZELJEZARA;02419;
4054423;TEHNOMETAL;TEHNOMETAL;02419;
5002141;ELEKTROTEHNA;ELEKTROTEH;01515;
5003551;MERKUR;MERKUR;01263;
5033497;KONUS;KONUS;01200;
5034469;INDOS;INDOS;01515;
5035457;MEHANIKA;MEHANIKA;02771;
5035775;TITAN KAMNIK;TITAN;01088;
5041457;PRIMAT MARIBOR;PRIMAT;01582;
5043158;DALMACIJA;DALMACIJA;00690;
5045002;ISKRA;ISKRA;01515;
5045380;ISKRA;ISKRA;02670;
5046203;SZ ZELEZARNA RAVNE;SZ ZELEZAR;02250;
5046742;KOLOR;KOLOR;01619;
5072034;ELEKTROTERMIKA N.B 170-0030010009001-84;ELEKTROTERMIKA;01761;
5076889;AUTOPREVOZ MILAN STEVANOVIC 205-19345-59;AUTOPREVO;00651;
5095115;ZELEZARNA JESENICE;ZELEZARNA;01039;
5102243;TERMIT DOMZALE;TERMIT;00585;
5107857;VIATOR;VIATOR;01515;
5143853;TRANSPORT;TRANSPORT;01316;
5157455;VEKTOR;VEKTOR;01515;
6003460;GORJANCI;GORJANCI;02564;
6010342;STROJAR;STROJAR;00190;
6011993;RO BANAT CENTAR NIS;BANATCENTA;01811;
6017104;NEPOZNAT;NEPOZNAT;02450;
6019773;ELNOS;ELNOS;01796;
6022228;PUBLIKUM PUBLIKUM;PUBLIKUM;00159;
6025960;SMEDING;SMEDING;02449;
6026427;INSTITUT ZA RAZVOJ NOVIH PROIZVODA;INSTITUT;00159;
6300448;ZELJEZARA SISAK;ZELJEZARA;02406;
6301207;ZELENGAJ;ZELENGAJ;03094;
6301789;VENTILATOR;VENTILATOR;03094;
6400191;PLANINARSKO SPORTSKO DRUSTVO;SPORTSKO;02450;
6401040;TVORNICA ALATA RASA;TVORNICA;02234;
6500064;USNIJE PLAST;USNIJE;01515;
6500668;JUTEL;JUTEL;00159;
6501036;FERSPED;FERSPED;01515;
6700080;ATEKS;ATEKS;00159;
6700144;JUMEL;JUMEL;03212;
6700292;SAVEZ RACUNOVOSTVENIH RADNIKA;SAVEZ RACU;00159;
6700403;SINDIKAT GOSA;SINDIKAT;02450;
6700616;MOTAJICA;MOTAJICA;02484;
6701477;TRANSPED;TRANSPED;00159;
6702546;LIVNICA;LIVNICA;02449;
6703062;FOND ZA NARODNU ODBRANU;FOND ZA NA;02450;
6704511;FAP PRIBOJ;FAP PRIBOJ;02135;
6704786;IVANOVIC DUSICA;IVANOVIC;02449;
6706339;FABRIKA METAL;FABRIKA ME;00497;
6707343;PKB BEOGRAD;PKB;00159;
6707467;PRAVNO EKONOMSKI CENTAR;PRAVNO EKO;00159;
6708323;STRELA LAZAREVAC;STRELA;01389;
6710379;MING KOVACNICA 160-8119-66;MING;01759;
6711782;IKL;IKL;00159;
6717942;UNIVERZAL;UNIVERZAL;01413;
6800084;ESTA;ESTA;03094;
6980678;ZEMLJORADNICKA ZADRUGA;ZEMLJORADN;01357;
6981798;BRODOREMONT;BRODOREMON;00049;
6999692;ZENIT LIZING;ZENIT LIZI;02155;
6999969;PANORAMA;PANORAMA;00159;
6998038;UNA KOMERC;UNA KOMERC;00159;
6999807;INSTITUT ZA HEMISKE IZVORE STRUJE;INSTITUT;00159;
6999930;LOTOS LAZAREVAC;LOTOS;01389;
7006713;IMR INDUSTRIJA MOTORA;IMR;00159;
7008325;JUGOAUTO;JUGOAUTO;00159;
7011458;TEHNOGAS BEOGRAD;TEHNOGAS;00159;
7011652;MORAVA;MORAVA;00159;
7012284;RADNICKA STAMPA;STAMPA;00159;
7012527;21 MAJ;21 MAJ;02225;
7012632;GEOMASINA ZEMUN;GEOMASINA;00159;
7014007;REKORD RAKOVICA;REKORD;00159;
7015968;RAPID;RAPID;00159;
7018274;CINEMA;CINEMA;00159;
7018622;SLAVIJA INDUSTRIJA MESA;SLAVIJA;00159;
7019777;SP LASTA AD 160-276009-41:;LASTA;00159;Autoput Beograd-Nis 4
7021917;PRIVREDNI PREGLED;PRIVREDNIP;00159;
7022140;PROSVETA;PROSVETA;00440;
7023600;HIDROTEHNIKA;HIDROTEHNI;00159;
7025572;UDRUZENJE ZA TEHNOLOGIJU VODE;UDRUZENJZ;00159;
7032226;DUNAV BEOGRAD;DUNAV;00159;
7033672;SRBIJATEKS;SRBIJATEKS;00159;
7033343;PUTNIK;PUTNIK;00159;
7043384;JUGOSPED;JUGOSPED;00159;
7043961;TRANSPORT;TRANSPORT;01673;
7045263;telekom:;PTT;00159;TAKOVSKA 2
7047185;SOLIDNOST;SOLIDNOST;00159;
7050844;INSTITUT ZA REHABILITACIJU MLADENOVAC;INSTITUT ZA REHAB;01673;
7067640;INTERKOMERC;INTERKOMER;00159;
7068325;OMNIAUTO;OMNIAUTO;00159;
7068859;CELIK BGD 160-6809-19;CELIK;00159;
7097042;ORBIT;ORBIT;02862;
7102178;MERIMA;MERIMA;01325;
7105126;REAL UKRAS;REAL UKRAS;01413;
7114605;MORAVA;MORAVA;02617;
7114877;ELMOS;ELMOS;02617;
7126069;DALIT DARUVAR;DALIT;00502;
7126832;REMBAS;REMBAS;02268;
7133731;NIS EKSPRES;NIS EKSPRE;01759;
7135971;GRADAC;GRADAC;02862;
7142846;SAVEZ FIZICKE KULTURE;SAVEZ FIZI;02450;
7144368;ROBNA KUCA;ROBNA KUCA;02450;
7143770;FAGRAM;FAGRAM;02449;
7144415;POLJOPROMET;POLJOPROME;01261;
7149018;AUTOSAOBRACAJ 150-4-29;AUTOSAOBRA;01255;
7152396;"PPT-TMO AD-TRSTENIK 160-188728-81;";PPT;02801;KRSTE BOSANCA 70
0715177;VALJAONICA BAKRA;VALJAONICA;02387;
6996124;METAL INVEST DOO 250-1400000445770-16;METAL INVEST;01666;
7159293;ELEKTROPRIVREDA SRBIJE  845-484849-65:;ELEKTROMOR;00159;CARICE MILICE 2
7159625;SB STEFAN VISOKIR;STEFAN VISOKI;02450;
7164360;VETERINARSKA STANICA;VETERINARS;02450;
7165587;MIP -timo 160-345617-58;MIP;00497;
7173865;SRBIJATRANS;SRBIJATRAN;01759;
7174055;CENTAR ZASTITA NA RADU;CENTAR;01759;
7177020;FAD GORNI MILANOVAC;FAD;00837;
7185090;UNIVERZAL;UNIVERZAL;01759;
7187769;TIGAR;TIGAR;01983;
7190450;FAP PRIBOJ;FAP;02135;
7198884;REMONT;REMONT;01255;
7202857;POLJOTEHNA;POLJOTEHNA;01741;
7204876;LEMIND;LEMIND;01413;
7210965;M&G electronic d.o.o. 160-9337-98;ELECTRONIC;01759;JOVANA RISTICA 7
7235259;KOSARKARSKI KLUB;KOSARKASKI;02450;
7246340;MEDICINSKI CENTAR;MEDICINSKI;02449;
7248261;ZAVOD ZA REHABILITACIJU;ZAVOD ZA R;02461;
7249756;ZCZ;ZCZ;02461;
7262876;KRUSIK;KRUSIK;01665;
7263953;MIN KOVMIN;MIN KOVMIN;01759;
7264402;METALAC;METALAC;00786;
7281978;BANKA GOSA;BANKA;02450;
8004374;KULATRANS;KULATRANS;01338;
8005940;INDUSTRIJA STAKLA;INDUSTRIJA;01927;
8008604;BRATSTVO;BRATSTVO;02586;
8059209;25 MAJ;25 MAJ;01796;
8069573;STANDAR;STANDARD;00119;
8097011;SEVER;SEVER;02586;
8112517;INSTITUT ZASTITA NA RADU;INSTITUT Z;01796;
8117888;DINAMOTRANS;DINAMOTRAN;02586;
9004998;BALKAN SUVA REKA;BALKAN;02607;
9025731;AGROOPREMA;AGROOPREMA;02155;
6009697;GEOFOND;GEOFOND;02722;
6981305;INGRAP;INGRAP;02450;
7023014;ENERGOPROJEKT;ENERGOPROJ;00159;
7024558;INTERTEHNA;INTERTEHNA;00159;
7033044;TEHNOSERVIS;TEHNOSERVI;00159;
7211279;POMORAVLJE NIS;POMORAVLJE;01759;
7265255;NISELEKTRO;NISELEKTRO;01759;
7160763;MILOS MITROVIC;MILOS MITR;02895;
6983189; BM PRODUKT;PP BM;00159;
7011016;INSTITUT VINCA 205-113604-37;INSTITUT;00159;
6982492;DON TRADE;DON TRADE;00159;
6981054;AUTO DACA D.O.O. 205-215960-71;AUTO DACA;02450;VOJVODE STEPE 18
6025471;ZRS MARKET;MARKET;00159;
1077333;UPI KAKANJ;UPI;01065;
2002256;ELEKTROPRIVREDA;ELEKTROPRI;01757;
3222527;POLJOOPSKRBA;POLJOOPSKR;03094;
3275127;NEPOZNATO;NEPOZNATO;03094;
3280586;RUDAR;RUDAR;03094;
3333965;BRODOGRADILISTE;BRODOGRADI;01261;
5040132;GORENJE;GORENJE;01405;
6010946;FPV OOUR METAL;FPV;02268;
6013139;HIDROELEKTRANA;HIDROELEKT;00446;
6016138;FABRIKA LAK ZICE BOR;FAB LAK ZICE;00250;
6017134;RUDNIK TAMNAVA ZAPAD;RUDNIK;01389;
6022529;RUDIMES;RUDIMES;00159;
6025692;RUDNIK TAMNAVA ISTOK;RUDNIK;01389;
6028802;ZANATSKA ZADRUGA;ZANATSKA;01220;
6029507;POGON JEREVAN;POGON JERE;00159;
6201342;LIBIJA;LIBIJA;00159;
6500781;LIVNICA TOPOLA;LIVNICA;02753;
6704859;DOBRO SELO;DOBRO SELO;02155;
6714320;BUCIN;BUCIN;02206;
6714854;PK KOSTOLAC UG.195;195;01232;
6994954;SUKOVO PROMET;SUKOVO PRO;01983;
7008392;INKOTEHNA;INKOTEHNA;00159;
7015585;IVAN MILUTINOVIC;IVAN MILUT;00159;
7037270;MINEL - KOTLOGRADNJA;MINEL;01673;
7038496;NIKOLA TESLA;NIKOLA TES;01817;
7043813;RATKO MITROVIC;RATKO MITR;00159;
7046022;PETAR DRAPSIN;PETAR DRAP;01673;
7054734;DRUSTVO ZA INFORMATIKU;DRUSTVO;00159;
7059434;BALKANIJA;BALKANIJA;00159;
7113562;TEHNORAD;TEHNORAD;02188;
7133871;JASTREBAC;JASTREBAC;01759;
7177364;FONTANA;FONTANA;03057;
7185009;UNIVERZAL AUTO G MILAN 335-26387-49;UNIVERZAL;00837;
7199961;SUMADIJA;SUMADIJA;02450;
7250053;ZASTAVA AUTO;ZASTAVA AU;01255;
8027608;BORIS KIDRIC;BORIS KIDR;00020;
6009379;ZZ TRNOVCE;ZZ TRNOVCE;03210;M. TITA SOLITER II
6017932;ZZ BUDUCNOST;ZZ BUD;01883;ZAGREBACKA
6101372;"DUBRAVA JUNIOR SZR 275-10222093997-40;";DUBRAVA;00962;STEVANA SINDJELICA 17
6701965;UNIVERZAL;UNIVER;00440;BRACE GLISICA 77
6702937;UNIVERZAL PROMET;UN PROM;02162;V.DJUROVICA BB
6704646;PRONIK METAL;PROMIK;00159;
6719899;JUGOTRANS;JUGOTRANS;02450;
6980422;ZASTAVA ENERGETIKA;ENERGETIKA;01255;
6993613;ZZ KUSILJEVO;KUSILJEVO;01359;
6994474;SAVA KOVACEVIC;SAVA KOV;02742;
6996698;PP. GITARIC  205-15342-40;GITARIC;02450;
6998066;PREDUZECE ZA PUTEVE;P ZA PUT;02862;
7025858;SUTJESKA FAB MED UREDJAJA;SUTJESKA;00159;29 NOVEMBRA 113
7032102;AVALA KOMERC;AVALA;00159;29 NOVEMBRA BB
7075186;AUTO-SRBIJA;AUTO;00159;
7123191;ZASTAVA JUGOAUTO;ZAST JUGO;02753;
7148780;"ELVOD DOO 170-30022566000-07;";ELVOD;01255;BEOGRADSKA 67
7159635;JEDINSTVO;JEDIN;02450;
7160094;INOS;IN;02450;
7166525;MIP-CUPRIJA;CUPRIJA;00497;
7206119;NAPREDAK-SJENICA;SJENICA;02411;
7221584;LIMSKE HIDROELEKTRANE;LIMSKE;01777;ZIVKA LJUJICA 5
7254649;KRUSIK;KRUS;02862;
7266927;SARTID A D;STARA A D;02449;
7280230;12 OKTOBAR;12;02753;
7751259;GOSA RAZVOJNI BIRO 205-30531-63;RZ BIRO;00159;DALMATINSKA 47
8023811;DTD;D;01796;
9011625;RMK-PRISTINA;RMK;02155;
7124198;ZASTAVA VIS;ZAS VIS;02620;
6981748;HIPEN;HIPEN;02449;
6984266;ALATNICA LAZAREVIC;LAZAREVIC;00159;BULEVAR CRVENE ARMIJE 9
6984274;MERMER;MERMER DA;00500;
6982166;JKP MILOS MITROVIC;JKP MILOS;02895;
7114452;KUBRSNICA;KUBRSNICA;00022;
7142706;DP VOCNO LOZNI RASADNIK;RASADNIK;03160;
8000379;DIJAMANT;DIJAMANT;03147;
7012616;GEOMASINA;GEOMASINA;03120;
6996608;PP GITARIC;PP GITARIC;02450;
7256540;DP ZA PROIZVODNJU PRECISTACA;DP ZA PROZ;00010;
7065434;KVARC;KVARC;01673;
6982549;FABRIKA SECERA SUNOKO VRBAS;FABRIKA SE;03038;
7066279;FABRIKA KARTONA;KARTONKA;02844;
6983596;JAKOVLJEVIC;JAKOVLJEVI;02450;
6983561;MASINSKO GRAFICKO PREDUZECE;GRAFICKO;00159;
8070075;FADIP;FADIP;00119;
7163720;NAVIP;NAVIP;01307;
6980830;PP ALATIMPORT;ALATIMPORT;00030;
6984436;DP FMP-TRADE;TRADE;00159;LAZAREVACKI PUT 6
6982158;ZELEZNICKI INTEGRALNI TRANSPORT;ZIR;00159;
6024840;NOXON;NOXON;03216;
6983570;MINI CENTRALA ZRMANJA;ZRMANJA;01821;
6016286;vojni servis;VOJNI SERVIS;00159;
6200621;IRAN obj. 2000;IRAN BAGDAD;03220;
7202539;SRBOKVARC;SRBOKVARC;02275;
7126514;ZANAT PRODUKT;ZANAT PRODUKT;01930;
6986501;TITAN;RO TITAN;01772;KRAJLA MILUTINA
7084927;INZENJERIG ZAJEDNICKIH SLUZBI;INZ;00159;SITNICKA 37
7198736;FOPIG;FOPI;02450;
7198744;RESTORAN DRUSTVENE ISHRANE;RESTORAN;02450;INDUSRTIJSKA
6992692;RUDNICI LIGNITA KREKA;KREKA;02827;
6027300;JUGOSKANDIA;JUGOSKANDIA;03221;OSLO
3026051;RO OBNOVA;RO OBNOVA;01880;TRG OSLOBODJENJA
7113706;SUMADIJA;SUMAD;02188;
7108222;METALAC;METALAC;01355;
6701795;EKSPORT IMPORT;EKSPORT IMPORT;00159;
8023654;NOVKABEL;NOVKABEL;01796;
8105146;POBEDA METALAC NOVI SAD;POBEDA;01796;
6984932;institut tehnickih nauka;SANU;00159;KNEZ MIHAJLOVA
7015666;BAGERSKO BRODARSKO PREDUZECE;BBP;00159;
6400116;MAKOUNION;MAKOUNION;02419;
6023134;UNIMEL;UNIMEL;00159;
1044796;TRUDBENIK;TRUDBENIK;00548;
6200800;BEOTURS;BEOTURS;00159;
6984959;PRED ZA OPRAVKU SV;PRED ZA OPR SV;02449;
7134914;METAL COOP PRODUKT;METAL KOP;00159;
6801552;IMK BEOGRAD;IMK;00159;
6992145;POBEDA PROMET;POBEDA;01975;
7022668;PROJMETAL;PROJ;00159;
7016077;JUGOLABORATORIJA DD;JUGO;00159;
6986846;BOCOMERCCE PRED ZA SOPLJNU I UNUTRA;BOCOMERCCE;01673;
6985483;STANKOM KORPORACIJA;STANKOM;00159;
6987028;WEMEX TRANSALPINE;WEMEX;00159;
6987044;PP RUPKA KOMERC;RUPKA;02450;
6987036;PRONING;PRONING;01673;
6701167;ELEKTROSUMADIJA 310-163365-65;ELEKTRO;01673;
7143648;ROBNA KUCA;ROBNA KUCA;00159;
6987095;STEP PROM;STEP PROM;02895;
6026486;ISKRA COMMERC;ISKRA COMMERC;00159;
6704413;JUGOINZINJERING;JUGOINZINJERING;02449;
6988857;ZZ DONJA LIVADICA;ZZ DONJA LIVADICA;00593;
6988121;FABRIKA KARTONA;UMKA;02844;
6022359;TEHNIS;TEHNIS;02450;
6014682;ZANATSERVIS;ZANATSERVIS;01759;
6801455;TEC TEHNOCENTAR;TEHNOCENTAR;02586;
7154453;ARMADA;ARMADA;02801;
6988946;PROFESIONAL;PROFESIONAL;00159;
7041527;ENERGOMONT TEMERIN 285-74058100001-71;ENERGOMONT;02717;
7016492;NOVI DANI;NOVI DANI;00159;
7034393;PUTNIK;PUTNIK;00159;
6301401;DJORDJEVIC KOMERC;DJORDJEVIC;01255;
6200580;BEOGRADELEKTRO;BEOGRADELEKTRO;00159;
6200250;BEOGRADELEKTRO;BEOGRADELEKTRO;00159;
6993052; MATROZ;MATROZ;02498;
6989195;MPS ELEKTRONIK;MPS ELEKTRONIK;00159;
6988187;IIC PETROL INZINJERING;IIC PETROL;00159;
7028237;DRUSTVO ZA UNAPREDJENJE ZAVARIVANJA;ZAVOD ZA ZAVARIVAN;00159;
3341259;TORPEDO;TORPEDO;02282;
3342387;TRANSJUG;TRANSJUG;02282;
5003571;MERKUR;MERKUR;01263;
6994482;VP REGULACIJA DD;REGUL.;02498;
6701809;AUTOHRVATSKA;AUTOHRVATSKA;03094;
3322076;ZELJEZARA RO LJEVAONICA;ZELEZ;02406;
5003580;MERKUR-KRANJ;MERK;01263;
6988358;JUGOPETROL;JUGOPETROL;02098;
6983588;JUGOPETROL;JUGOPETROL;02098;
7163665;GODOMIN P K;GODOMIN;02449;
6981755;STEKO;STEKO;00159;
7108958;Fka vijaka;FKA VIJAKA;02624;
3430322;TRG. SPORT.CENTAR;CENTAR;02450;
6988601;TRG. SPORT. CENTAR;CENTAR;02450;INDUSTIJSKA
6989179;"2RS MARKET d.o.o. 265-1100310000359-39;";2 RS;00159;PRESEVSKA 2
6982263;TEHNOCENTAR;TEHNOC;01924;
6983090;TAMP-SENTA;TAMP;02377;
6983740;GIBNJARA;GIBNJARA;01261;
6988849;KOMBITEHNA;KOMBITEHNA;02862;
6983880;GUMSINT-MS INDJIJA;GUMSINT;00962;
7006152;"HARTIJA D.O.O. 265-1780310000440-82;";HARTR;00159;BRACE JERKOVIC 58/18
8326190;BORANKA;BORANKA;00250;
6981020;STEDNO KREDITNA BANKA;SKB;02450;
7143729;INVEST BANKA;INVEST BANKA;02450;BEOGRAD
6708501;JUGOBICIKL;JUGOBICIKL;00159;
8026149;FABRIK  KOZA;FABRIKA KOZA;02323;
6022391;TRGOMIL;TRGOMIL;00159;
6990371;ZANATSKA ZADRUGA;ZANATSKA ZADRUGA;01673;
